variant,seed,epoch,train_loss,epoch_runtime_s,validation_extraction_s,validation_threshold,validation_precision,validation_recall,validation_f1,validation_recall_at_1,validation_recall_at_5
mobilenetv3_no_se,20260724,1,0.030520045051449222,69.19766000000163,8.234531599999173,0.9637472629547119,0.0595679012345679,0.27492877492877493,0.09791983764586505,0.25,0.5576923076923077
mobilenetv3_no_se,20260724,2,0.0005481512236752008,71.59303379999983,7.382484800000384,0.9372141361236572,0.21219226260257915,0.25783475783475784,0.23279742765273312,0.4423076923076923,0.6153846153846154
mobilenetv3_no_se,20260724,3,3.173854202032089e-05,69.1320861000022,7.362550499998179,0.9102669358253479,0.1292517006802721,0.3247863247863248,0.18491484184914844,0.34615384615384615,0.5576923076923077
mobilenetv3_no_se,20260724,4,0.00015858943132977736,68.723396399997,6.79792809999708,0.8871593475341797,0.136327817178881,0.24643874643874644,0.17554540842212077,0.4423076923076923,0.6153846153846154
mobilenetv3_no_se,20260724,5,0.00012347494301043058,68.88541059999989,7.309485300000233,0.8635768890380859,0.19854469854469856,0.2720797720797721,0.2295673076923077,0.5,0.7115384615384616
mobilenetv3_se,20260724,1,0.021365499074913953,69.85395599999902,7.271656800003257,0.8085364103317261,0.3976470588235294,0.48148148148148145,0.43556701030927836,0.5961538461538461,0.75
mobilenetv3_se,20260724,2,0.0001503452168483483,66.8040273000006,6.634537900001305,0.7705309391021729,0.4206730769230769,0.4985754985754986,0.4563233376792699,0.6538461538461539,0.7884615384615384
mobilenetv3_se,20260724,3,0.0,67.42619370000102,6.638851200001227,0.6967648267745972,0.35433715220949263,0.6168091168091168,0.45010395010395005,0.6153846153846154,0.8076923076923077
mobilenetv3_se,20260724,4,0.0,67.78062239999781,6.772584600003029,0.701045036315918,0.36515291936978683,0.5612535612535613,0.4424480628860191,0.5576923076923077,0.8076923076923077
mobilenetv3_se,20260724,5,0.0,72.22484840000106,8.378391700000066,0.6624466776847839,0.34216502649507946,0.6438746438746439,0.44686109738012847,0.5384615384615384,0.8076923076923077
