frame_index,rgb_timestamp,rgb_path,depth_path,rgb_depth_offset_s,rgb_ground_truth_offset_s,point_count,rgbd_read_runtime_s,preprocessing_runtime_s,registration_runtime_s,compute_runtime_s,input_to_pose_runtime_s,process_rss_bytes_after_frame
15,1305031102.775472,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.775472.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.763549.png,0.011922836303710938,0.00032806396484375,791,0.007960500000990578,0.0016948000011325348,0.0042799999991984805,0.005974800000331015,0.013935300001321593,71147520
16,1305031102.811232,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.811232.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.794978.png,0.016254186630249023,0.004667997360229492,765,0.00796029999946768,0.0016570999996474711,0.004730700000436627,0.006387800000084098,0.014348099999551778,71118848
17,1305031102.84329,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.843290.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.828537.png,0.014753103256225586,0.0025098323822021484,698,0.008509899998898618,0.0017499000005045673,0.0033088000000134343,0.005058700000518002,0.01356859999941662,71147520
18,1305031102.875363,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.875363.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.862808.png,0.012555122375488281,0.0004367828369140625,718,0.008487900000545778,0.0016126000009535346,0.0045921000000817,0.006204700001035235,0.014692600001581013,71127040
19,1305031102.911185,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.911185.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.926851.png,0.01566600799560547,0.0047149658203125,679,0.010404299999208888,0.0016150999999808846,0.007527499999923748,0.009142599999904633,0.01954689999911352,71114752
20,1305031102.975203,data\rgbd_dataset_freiburg1_xyz\rgb\1305031102.975203.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.962137.png,0.01306605339050293,0.0006968975067138672,649,0.008266700000604033,0.001752199999828008,0.006017800000336138,0.007770000000164146,0.016036700000768178,71135232
21,1305031103.011215,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.011215.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031102.994164.png,0.017050981521606445,0.004684925079345703,671,0.013291900000695023,0.0017975999999180203,0.004690199999458855,0.006487799999376875,0.019779700000071898,71254016
22,1305031103.043227,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.043227.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.027881.png,0.015346050262451172,0.0025730133056640625,653,0.008470100001432002,0.0017353000002913177,0.0053062999995745486,0.007041599999865866,0.015511700001297868,71241728
23,1305031103.075319,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.075319.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.062273.png,0.013046026229858398,0.00048089027404785156,632,0.007804599999872153,0.0016024999986257171,0.0034302000003663125,0.00503269999899203,0.012837299998864182,71225344
24,1305031103.11124,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.111240.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.094040.png,0.017199993133544922,0.004559993743896484,623,0.007859299999836367,0.0015650999994250014,0.003583499999876949,0.0051485999993019504,0.013007899999138317,71229440
25,1305031103.143318,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.143318.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.129109.png,0.01420903205871582,0.002582073211669922,623,0.007903100000476115,0.0016336999997292878,0.0027472000001580454,0.004380899999887333,0.012284000000363449,71245824
26,1305031103.175452,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.175452.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.162795.png,0.012656927108764648,0.00034809112548828125,594,0.00860100000136299,0.0017138999992312165,0.005501600000570761,0.0072154999998019775,0.015816500001164968,71213056
27,1305031103.243216,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.243216.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.227845.png,0.015371084213256836,0.0025839805603027344,581,0.008159500001056585,0.0016925999989325646,0.00400420000005397,0.005696799998986535,0.01385630000004312,71221248
28,1305031103.27537,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.275370.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.262576.png,0.012793779373168945,0.00043010711669921875,545,0.00796249999984866,0.0016766000007919502,0.0030140999988361727,0.004690699999628123,0.012653199999476783,71303168
29,1305031103.31121,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.311210.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.294208.png,0.017001867294311523,0.004590034484863281,532,0.0092449999992823,0.0017434000001230743,0.00498410000000149,0.006727500000124564,0.015972499999406864,71303168
30,1305031103.343223,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.343223.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.327550.png,0.015673160552978516,0.0026769638061523438,531,0.009152000000540284,0.0018417000010231277,0.004720299999462441,0.006562000000485568,0.015714000001025852,71303168
31,1305031103.375327,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.375327.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.362405.png,0.012922048568725586,0.0005729198455810547,511,0.008483799998430186,0.0018058999994536862,0.002251200001410325,0.004057100000864011,0.012540899999294197,71303168
32,1305031103.41126,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.411260.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.394162.png,0.017097949981689453,0.004540205001831055,503,0.008939699999245931,0.001863599998614518,0.0034295999994355952,0.005293199998050113,0.014232899997296045,71356416
33,1305031103.44328,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.443280.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.428437.png,0.014842987060546875,0.0025200843811035156,502,0.008680200000526384,0.001849700000093435,0.0019797000004473375,0.0038294000005407725,0.012509600001067156,71344128
34,1305031103.475274,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.475274.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.463886.png,0.011388063430786133,0.0006258487701416016,519,0.008585400000811205,0.0017786999997042585,0.002703400001337286,0.004482100001041545,0.01306750000185275,71380992
35,1305031103.511333,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.511333.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.494472.png,0.0168609619140625,0.004667043685913086,525,0.009061200000360259,0.001829699998779688,0.003054599999813945,0.004884299998593633,0.013945499998953892,71401472
36,1305031103.543444,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.543444.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.531502.png,0.011941909790039062,0.0023560523986816406,536,0.008421099999395665,0.0017100999993999721,0.0024823000003380002,0.004192399999737972,0.012613499999133637,71421952
37,1305031103.575474,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.575474.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.562651.png,0.012823104858398438,0.0004260540008544922,544,0.008604399999967427,0.0018497999990358949,0.0022916999987501185,0.004141499997786013,0.01274589999775344,71426048
38,1305031103.611223,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.611223.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.595310.png,0.015913009643554688,0.0046770572662353516,570,0.008338200001162477,0.001797400000214111,0.003384100000403123,0.005181500000617234,0.013519700001779711,71430144
39,1305031103.643445,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.643445.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.631376.png,0.012068986892700195,0.0023550987243652344,615,0.009691600000223843,0.0020601999985956354,0.0036868999995931517,0.005747099998188787,0.01543869999841263,71446528
40,1305031103.675523,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.675523.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.663594.png,0.011929035186767578,0.0002770423889160156,644,0.010634799999024835,0.0021595999987766845,0.00466710000000603,0.006826699998782715,0.01746149999780755,71471104
41,1305031103.71161,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.711610.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.694695.png,0.016915082931518555,0.004189968109130859,662,0.008493499999531195,0.0015929999990476063,0.003412899999602814,0.0050058999986504205,0.013499399998181616,71397376
42,1305031103.743326,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.743326.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.731542.png,0.011783838272094727,0.002474069595336914,679,0.0084076000002824,0.0017886000005091773,0.008637000000817352,0.01042560000132653,0.01883320000160893,71483392
43,1305031103.775342,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.775342.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.762865.png,0.012476921081542969,0.00045800209045410156,734,0.010056500001155655,0.0017164000000775559,0.004257499998857384,0.0059738999989349395,0.016030400000090594,71495680
44,1305031103.811242,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.811242.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.794329.png,0.016913175582885742,0.0046579837799072266,727,0.008465499999147141,0.002106800000547082,0.005604699999821605,0.007711500000368687,0.01617699999951583,71561216
45,1305031103.843251,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.843251.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.830367.png,0.012883901596069336,0.0025489330291748047,742,0.009277500001189765,0.001764099999491009,0.005174800000531832,0.006938900000022841,0.016216400001212605,71548928
46,1305031103.875361,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.875361.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.862379.png,0.012981891632080078,0.00043892860412597656,760,0.008421799999268842,0.002019599998675403,0.007370999999693595,0.009390599998368998,0.01781239999763784,71573504
47,1305031103.911221,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.911221.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.894237.png,0.016983985900878906,0.004579067230224609,774,0.011170100000526872,0.0020356000004539965,0.007560900001408299,0.009596500001862296,0.02076660000238917,71696384
48,1305031103.943211,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.943211.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.930503.png,0.012708187103271484,0.002588987350463867,818,0.008554899999580812,0.0016758000001573237,0.008438499999101623,0.010114299999258947,0.01866919999883976,71761920
49,1305031103.975373,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.975373.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.962461.png,0.01291203498840332,0.00042700767517089844,853,0.008374000000912929,0.0015933000013319543,0.006293299999015289,0.007886600000347244,0.016260600001260173,72396800
50,1305031104.011232,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.011232.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.994365.png,0.01686692237854004,0.0045680999755859375,921,0.00996109999869077,0.0021612000000459375,0.006957699999475153,0.00911889999952109,0.01907999999821186,71716864
51,1305031104.043249,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.043249.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.030279.png,0.012969970703125,0.0025510787963867188,913,0.012517900000602822,0.0028656999984377762,0.01018850000036764,0.013054199998805416,0.025572099999408238,72433664
52,1305031104.075425,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.075425.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.062542.png,0.01288294792175293,0.00047516822814941406,981,0.013064700000541052,0.002420299999357667,0.013792300000204705,0.01621259999956237,0.029277300000103423,71733248
53,1305031104.111235,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.111235.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.095305.png,0.0159299373626709,0.004565000534057617,990,0.00933429999895452,0.00231549999989511,0.012885299998742994,0.015200799998638104,0.024535099997592624,71720960
54,1305031104.14323,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.143230.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.131292.png,0.011937856674194336,0.0025701522827148438,1020,0.014457699999184115,0.0025218000009772368,0.010607400001390488,0.013129200002367725,0.02758690000155184,71802880
55,1305031104.175424,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.175424.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.163440.png,0.011984109878540039,0.00037598609924316406,1053,0.010666599999240134,0.002481099998476566,0.01079790000039793,0.013278999998874497,0.02394559999811463,71794688
56,1305031104.211283,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.211283.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.194053.png,0.01723003387451172,0.004616975784301758,1026,0.0087705999994796,0.0014401999997062376,0.009386100000483566,0.010826300000189804,0.019596899999669404,71917568
57,1305031104.243196,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.243196.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.227247.png,0.015949010848999023,0.0026040077209472656,1104,0.008196499999030493,0.0015741999995952938,0.017157800000859424,0.018732000000454718,0.02692849999948521,72433664
58,1305031104.275546,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.275546.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.263335.png,0.012211084365844727,0.00035381317138671875,1131,0.008043299998462317,0.0016137999991769902,0.014164599999276106,0.015778399998453096,0.023821699996915413,71880704
59,1305031104.311219,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.311219.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.294957.png,0.016262054443359375,0.004580974578857422,1159,0.011338700000123936,0.0020595999994839076,0.009074500001588603,0.011134100001072511,0.022472800001196447,71876608
60,1305031104.343342,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.343342.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.331403.png,0.011939048767089844,0.0026578903198242188,1205,0.0083835999994335,0.0015743000003567431,0.011121199999251985,0.012695499999608728,0.021079099999042228,71921664
61,1305031104.375837,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.375837.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.363345.png,0.012492179870605469,3.719329833984375e-05,1215,0.007986000000528293,0.0015703999997640494,0.010394800001449767,0.011965200001213816,0.01995120000174211,71901184
62,1305031104.411509,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.411509.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.395019.png,0.01648998260498047,0.004291057586669922,1216,0.008106100000077276,0.001709300000584335,0.010569699999905424,0.01227900000048976,0.020385100000567036,71876608
63,1305031104.443288,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.443288.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.431435.png,0.01185297966003418,0.0025119781494140625,1255,0.00920109999970009,0.0016856000002007931,0.013532499999200809,0.015218099999401602,0.024419199999101693,72056832
64,1305031104.475456,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.475456.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.463413.png,0.012042999267578125,0.0003440380096435547,1233,0.00837380000120902,0.0016168999991350574,0.006269699999393197,0.007886599998528254,0.016260399999737274,72056832
65,1305031104.511329,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.511329.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.495673.png,0.015655994415283203,0.0044710636138916016,1245,0.008272500001112348,0.0013964000008854782,0.008890500001143664,0.010286900002029142,0.01855940000314149,72044544
66,1305031104.543368,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.543368.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.531450.png,0.011918067932128906,0.0024318695068359375,1315,0.00877299999956449,0.001713499999823398,0.00926649999928486,0.010979999999108259,0.01975299999867275,72069120
67,1305031104.575343,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.575343.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.563149.png,0.012193918228149414,0.0004570484161376953,1399,0.008415999998760526,0.0016267999999399763,0.0164982999995118,0.018125099999451777,0.026541099998212303,72126464
68,1305031104.611336,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.611336.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.595033.png,0.016303062438964844,0.004564046859741211,1447,0.00948670000070706,0.0015720999999757623,0.01635579999856418,0.017927899998539942,0.027414599999247002,72126464
69,1305031104.643243,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.643243.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.631368.png,0.011875152587890625,0.002557039260864258,1565,0.008909700000003795,0.001811600001019542,0.018329200000152923,0.020140800001172465,0.02905050000117626,72179712
70,1305031104.675525,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.675525.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.659863.png,0.015661954879760742,0.0003750324249267578,1622,0.008036599998376914,0.0015841000004002126,0.025894200000038836,0.02747830000043905,0.03551489999881596,72249344
71,1305031104.711277,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.711277.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.695185.png,0.01609206199645996,0.004523038864135742,1683,0.008577499998864369,0.0016422999997303123,0.02596070000072359,0.027603000000453903,0.03618049999931827,72224768
72,1305031104.74328,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.743280.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.730936.png,0.012343883514404297,0.0025200843811035156,1781,0.008646300000691554,0.001808000000892207,0.026775700000143843,0.02858370000103605,0.0372300000017276,72290304
73,1305031104.775327,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.775327.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.763178.png,0.012148857116699219,0.0004730224609375,1870,0.008418999999776133,0.001776699999027187,0.03881259999980102,0.04058929999882821,0.04900829999860434,72376320
74,1305031104.811465,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.811465.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.799499.png,0.01196599006652832,0.004334926605224609,1952,0.008419100000537583,0.001652299999477691,0.04842350000035367,0.05007579999983136,0.05849490000036894,72404992
75,1305031104.843258,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.843258.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.830961.png,0.012296915054321289,0.0025420188903808594,1990,0.008137499999065767,0.0016565999994782032,0.04573859999982233,0.04739519999930053,0.0555326999983663,72515584
76,1305031104.87535,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.875350.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.863256.png,0.01209402084350586,0.00044989585876464844,2111,0.00864010000077542,0.0016920999987632968,0.049436299999797484,0.05112839999856078,0.0597684999993362,72536064
77,1305031104.911534,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.911534.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.899165.png,0.012369155883789062,0.004266023635864258,2097,0.008420199999818578,0.001752999998643645,0.012855099999796948,0.014608099998440593,0.023028299998259172,72466432
78,1305031104.943262,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.943262.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.931091.png,0.012171030044555664,0.002537965774536133,2067,0.008433999999397201,0.0017066000000340864,0.008520399998815265,0.010226999998849351,0.018660999998246552,72671232
79,1305031104.975202,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.975202.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.959750.png,0.015452146530151367,0.0006978511810302734,2051,0.008658199998535565,0.0016639000004943227,0.010943899998892448,0.01260779999938677,0.021265999997922336,72667136
80,1305031105.01129,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.011290.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.998342.png,0.012948036193847656,0.004509925842285156,2077,0.010975400000461377,0.0018734000004769769,0.00901519999933953,0.010888599999816506,0.021864000000277883,72761344
81,1305031105.043373,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.043373.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.030427.png,0.012946128845214844,0.0024268627166748047,2053,0.008926599999540485,0.001734299999952782,0.014781200001380057,0.01651550000133284,0.025442100000873324,72663040
82,1305031105.07532,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.075320.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.062445.png,0.012875080108642578,0.0004799365997314453,1994,0.008346799999344512,0.0017299000010098098,0.03613679999943997,0.03786670000044978,0.046213499999794294,72691712
83,1305031105.111299,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.111299.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.097639.png,0.013659954071044922,0.004500865936279297,1953,0.008855699999912758,0.0018043000000034226,0.024592100000518258,0.02639640000052168,0.03525210000043444,72601600
84,1305031105.143106,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.143106.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.130269.png,0.012836933135986328,0.0026941299438476562,1907,0.00796489999993355,0.0017127999999502208,0.010726000000431668,0.012438800000381889,0.02040370000031544,72626176
85,1305031105.175159,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.175159.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.159979.png,0.015179872512817383,0.0006411075592041016,1816,0.00805439999930968,0.0015835000012884848,0.01814129999911529,0.019724800000403775,0.027779199999713455,72654848
86,1305031105.211268,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.211268.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.198212.png,0.013056039810180664,0.004631996154785156,1733,0.007677800000237767,0.0015858000006119255,0.04092970000056084,0.04251550000117277,0.050193300001410535,72650752
87,1305031105.24327,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.243270.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.228250.png,0.015019893646240234,0.0025300979614257812,1631,0.008289600000352948,0.0015378000007331138,0.036344400001325994,0.03788220000205911,0.046171800002412056,72564736
88,1305031105.275288,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.275288.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.262389.png,0.012899160385131836,0.0005118846893310547,1578,0.011290500000541215,0.002458900000419817,0.06929740000123275,0.07175630000165256,0.08304680000219378,72564736
89,1305031105.31129,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.311290.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.298501.png,0.012789011001586914,0.004509925842285156,1484,0.011286599999948521,0.0016947999993135454,0.035025799999857554,0.0367205999991711,0.04800719999911962,72531968
90,1305031105.343302,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.343302.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031105.328878.png,0.01442408561706543,0.0024979114532470703,1403,0.009048400001120172,0.0017283999986830167,0.02601209999920684,0.027740499997889856,0.03678889999901003,72654848
