frame_index,rgb_timestamp,rgb_path,depth_path,rgb_depth_offset_s,rgb_ground_truth_offset_s,point_count,rgbd_read_runtime_s,base_preprocessing_runtime_s,normal_estimation_runtime_s,preprocessing_runtime_s,registration_runtime_s,compute_runtime_s,input_to_pose_runtime_s,process_rss_bytes_after_frame
46,1305031103.875361,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.875361.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.862379.png,0.012981891632080078,0.00043892860412597656,760,0.013634999999339925,0.0037382000009529293,0.003994799999418319,0.0077330000003712485,0.006137700000181212,0.01387070000055246,0.027505699999892386,151543808
47,1305031103.911221,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.911221.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.894237.png,0.016983985900878906,0.004579067230224609,774,0.013705699999263743,0.0035681999997905223,0.004109899999093614,0.007678099998884136,0.006602999999813619,0.014281099998697755,0.027986799997961498,151543808
48,1305031103.943211,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.943211.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.930503.png,0.012708187103271484,0.002588987350463867,818,0.016284700001051533,0.004562399999485933,0.00430919999962498,0.008871599999110913,0.006385799999407027,0.01525739999851794,0.03154209999956947,151543808
49,1305031103.975373,data\rgbd_dataset_freiburg1_xyz\rgb\1305031103.975373.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.962461.png,0.01291203498840332,0.00042700767517089844,853,0.013835200001267367,0.003511300001264317,0.004533299999820883,0.0080446000010852,0.006107100000008359,0.014151700001093559,0.027986900002360926,151547904
50,1305031104.011232,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.011232.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031103.994365.png,0.01686692237854004,0.0045680999755859375,921,0.013568099999247352,0.0036080999998375773,0.004278999998859945,0.007887099998697522,0.0063236999994842336,0.014210799998181756,0.027778899997429107,151547904
51,1305031104.043249,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.043249.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.030279.png,0.012969970703125,0.0025510787963867188,913,0.013642300000356045,0.0037224000006972346,0.0041715000006661285,0.007893900001363363,0.007092100000591017,0.01498600000195438,0.028628300002310425,150360064
52,1305031104.075425,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.075425.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.062542.png,0.01288294792175293,0.00047516822814941406,981,0.014342899999974179,0.003641799999968498,0.0044031999987055315,0.00804499999867403,0.010032500000306754,0.018077499998980784,0.03242039999895496,151429120
53,1305031104.111235,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.111235.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.095305.png,0.0159299373626709,0.004565000534057617,990,0.013611399999717833,0.003560299999662675,0.0044797000009566545,0.00804000000061933,0.006480300000475836,0.014520300001095165,0.028131700000812998,151498752
54,1305031104.14323,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.143230.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.131292.png,0.011937856674194336,0.0025701522827148438,1020,0.013664500000231783,0.0036307999998825835,0.0042041000015160535,0.007834900001398637,0.007179099999120808,0.015014000000519445,0.028678500000751228,151511040
55,1305031104.175424,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.175424.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.163440.png,0.011984109878540039,0.00037598609924316406,1053,0.01641860000017914,0.004370300001028227,0.004584700000123121,0.008955000001151348,0.0068688999999722,0.015823900001123548,0.03224250000130269,151523328
56,1305031104.211283,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.211283.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.194053.png,0.01723003387451172,0.004616975784301758,1026,0.014102400000410853,0.0035100000004604226,0.004187500000625732,0.007697500001086155,0.006679499998426763,0.014376999999512918,0.02847939999992377,151523328
57,1305031104.243196,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.243196.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.227247.png,0.015949010848999023,0.0026040077209472656,1104,0.01421180000033928,0.0036443999997572973,0.004618099999788683,0.00826249999954598,0.00706249999893771,0.01532499999848369,0.02953679999882297,151531520
58,1305031104.275546,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.275546.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.263335.png,0.012211084365844727,0.00035381317138671875,1131,0.014211100000466104,0.003671300000860356,0.004470900001251721,0.008142200002112077,0.006889599999340135,0.015031800001452211,0.029242900001918315,151531520
59,1305031104.311219,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.311219.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.294957.png,0.016262054443359375,0.004580974578857422,1159,0.013855399998647044,0.0035784000010607997,0.004419900000357302,0.007998300001418102,0.007682699999350007,0.01568100000076811,0.029536399999415153,152166400
60,1305031104.343342,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.343342.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.331403.png,0.011939048767089844,0.0026578903198242188,1205,0.013826500000504893,0.0036443999997572973,0.00459709999995539,0.008241499999712687,0.007364600000073551,0.015606099999786238,0.02943260000029113,152305664
61,1305031104.375837,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.375837.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.363345.png,0.012492179870605469,3.719329833984375e-05,1215,0.014191700000083074,0.003523299999869778,0.005218099999183323,0.008741399999053101,0.0072326999998040264,0.015974099998857128,0.0301657999989402,150589440
62,1305031104.411509,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.411509.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.395019.png,0.01648998260498047,0.004291057586669922,1216,0.014409999999770662,0.0036008000006404473,0.0043529000013222685,0.007953700001962716,0.007079599999997299,0.015033300001960015,0.029443300001730677,151769088
63,1305031104.443288,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.443288.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.431435.png,0.01185297966003418,0.0025119781494140625,1255,0.013808499999868218,0.003666700000394485,0.004426600000442704,0.00809330000083719,0.0073725000002013985,0.015465800001038588,0.029274300000906806,151797760
64,1305031104.475456,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.475456.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.463413.png,0.012042999267578125,0.0003440380096435547,1233,0.01381770000079996,0.003684199999042903,0.004546399999526329,0.008230599998569232,0.007417000000714324,0.015647599999283557,0.029465300000083516,150331392
65,1305031104.511329,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.511329.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.495673.png,0.015655994415283203,0.0044710636138916016,1245,0.01445610000155284,0.003734500000064145,0.00563739999961399,0.009371899999678135,0.007622000000992557,0.016993900000670692,0.03145000000222353,151994368
66,1305031104.543368,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.543368.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.531450.png,0.011918067932128906,0.0024318695068359375,1315,0.014082599998801015,0.0036540000000968575,0.005283799999233452,0.00893779999933031,0.009030799999891315,0.017968599999221624,0.03205119999802264,152064000
67,1305031104.575343,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.575343.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.563149.png,0.012193918228149414,0.0004570484161376953,1399,0.013966799999252544,0.0038956000007601688,0.005877499999769498,0.009773100000529666,0.008461599998554448,0.018234699999084114,0.03220149999833666,150335488
68,1305031104.611336,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.611336.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.595033.png,0.016303062438964844,0.004564046859741211,1447,0.014712100000906503,0.003695999999763444,0.005331999998816173,0.009027999998579617,0.008365300000150455,0.017393299998730072,0.032105399999636575,151957504
69,1305031104.643243,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.643243.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.631368.png,0.011875152587890625,0.002557039260864258,1565,0.01612810000005993,0.004425799999808078,0.005484799999976531,0.009910599999784608,0.008726300000489573,0.01863690000027418,0.03476500000033411,152039424
70,1305031104.675525,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.675525.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.659863.png,0.015661954879760742,0.0003750324249267578,1622,0.01347879999957513,0.003747099999600323,0.005337000000508851,0.009084100000109174,0.008994600000733044,0.01807870000084222,0.03155750000041735,152092672
71,1305031104.711277,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.711277.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.695185.png,0.01609206199645996,0.004523038864135742,1683,0.01419999999961874,0.003889200001140125,0.005764499999713735,0.00965370000085386,0.008747500000026776,0.018401200000880635,0.032601200000499375,152117248
72,1305031104.74328,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.743280.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.730936.png,0.012343883514404297,0.0025200843811035156,1781,0.014024100000824546,0.0036359000005177222,0.006182200000694138,0.00981810000121186,0.009809199998926488,0.019627300000138348,0.033651400000962894,152121344
73,1305031104.775327,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.775327.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.763178.png,0.012148857116699219,0.0004730224609375,1870,0.013999400000102469,0.003633399999671383,0.0057500000002619345,0.009383399999933317,0.009634799998821109,0.019018199998754426,0.033017599998856895,152121344
74,1305031104.811465,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.811465.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.799499.png,0.01196599006652832,0.004334926605224609,1952,0.014234599999326747,0.0037525000007008202,0.006171399998493143,0.009923899999193964,0.011252300000705873,0.021176199999899836,0.03541079999922658,152219648
75,1305031104.843258,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.843258.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.830961.png,0.012296915054321289,0.0025420188903808594,1990,0.014747100000022328,0.0036387999989528907,0.005793999998786603,0.009432799997739494,0.009658000000854372,0.019090799998593866,0.033837899998616194,152842240
76,1305031104.87535,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.875350.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.863256.png,0.01209402084350586,0.00044989585876464844,2111,0.014176599999700557,0.0036158000002615154,0.006353200000376091,0.009969000000637607,0.00930799999878218,0.019276999999419786,0.03345359999912034,153141248
77,1305031104.911534,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.911534.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.899165.png,0.012369155883789062,0.004266023635864258,2097,0.014051300000573974,0.0035274000001663808,0.005969200001345598,0.009496600001511979,0.012525899999673129,0.022022500001185108,0.03607380000175908,152842240
78,1305031104.943262,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.943262.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.931091.png,0.012171030044555664,0.002537965774536133,2067,0.015602299999954994,0.003526899999997113,0.005767699998614262,0.009294599998611375,0.009398299998792936,0.01869289999740431,0.034295199997359305,153149440
79,1305031104.975202,data\rgbd_dataset_freiburg1_xyz\rgb\1305031104.975202.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.959750.png,0.015452146530151367,0.0006978511810302734,2051,0.013870299999325653,0.003569700000298326,0.005449700000099256,0.009019400000397582,0.008825799999613082,0.017845200000010664,0.031715499999336316,152846336
80,1305031105.01129,data\rgbd_dataset_freiburg1_xyz\rgb\1305031105.011290.png,data\rgbd_dataset_freiburg1_xyz\depth\1305031104.998342.png,0.012948036193847656,0.004509925842285156,2077,0.014661699999123812,0.0037682000001950655,0.005777599999419181,0.009545799999614246,0.00860350000039034,0.018149300000004587,0.0328109999991284,153149440
