source_keyframe_id,target_keyframe_id,source_frame_index,target_frame_index,estimated_pose_distance_m,global_fitness,global_inlier_rmse_m,refined_fitness,refined_inlier_rmse_m,odometry_consistency_translation_m,odometry_consistency_rotation_deg,accepted_under_same_gates,decision_reason,gt_translation_error_m,gt_rotation_error_deg,posthoc_gt_label,registration_runtime_s,note
38,69,201,368,0.7020491020755714,0.0,0.0,0.40846824408468246,0.042628518994134536,0.8560108363173885,11.705542507512657,False,global_fitness<0.15; refined_fitness<0.45; refined_rmse>0.04; consistency_translation>0.08,0.8195688349394938,15.27597265191264,incorrect,0.13473599999269936,Hard-negative stress probe; never inserted into pose graph.
59,69,310,368,0.6823853598136311,0.232163080407701,0.049873101793424586,0.3103057757644394,0.04439401122767561,1.3625904407547735,158.9387440882996,False,refined_fitness<0.45; refined_rmse>0.04; consistency_translation>0.08; consistency_rotation>15.0,1.3420780559742458,159.20664611359635,incorrect,0.1287663999974029,Hard-negative stress probe; never inserted into pose graph.
